date,item_id,category,price,temperature,is_weekend,is_holiday,units_sold
2021-01-07,ITEM_004,Mains,14.0,33.098358599514526,0,0,14
2021-01-07,ITEM_005,Mains,28.0,33.098358599514526,0,0,14
2021-01-07,ITEM_006,Mains,16.0,33.098358599514526,0,0,8
2021-01-07,ITEM_007,Appetizers,12.0,33.098358599514526,0,0,14
2021-01-07,ITEM_008,Appetizers,9.0,33.098358599514526,0,0,14
2021-01-07,ITEM_009,Appetizers,8.0,33.098358599514526,0,0,21
2021-01-07,ITEM_010,Appetizers,6.0,33.098358599514526,0,0,18
2021-01-07,ITEM_011,Desserts,8.0,33.098358599514526,0,0,19
2021-01-07,ITEM_012,Desserts,9.0,33.098358599514526,0,0,24
2021-01-07,ITEM_013,Desserts,7.0,33.098358599514526,0,0,7
2021-01-07,ITEM_014,Desserts,8.5,33.098358599514526,0,0,11
2021-01-07,ITEM_015,Beverages,7.0,33.098358599514526,0,0,27
2021-01-07,ITEM_016,Beverages,8.0,33.098358599514526,0,0,34
2021-01-07,ITEM_017,Beverages,8.0,33.098358599514526,0,0,14
2021-01-07,ITEM_018,Beverages,4.0,33.098358599514526,0,0,13
2021-01-07,ITEM_019,Beverages,3.5,33.098358599514526,0,0,46
2021-01-08,ITEM_001,Mains,25.0,28.984014312743618,1,0,46
2021-01-08,ITEM_002,Mains,15.0,28.984014312743618,1,0,43
2021-01-08,ITEM_003,Mains,18.0,28.984014312743618,1,0,43
2021-01-08,ITEM_004,Mains,14.0,28.984014312743618,1,0,40
2021-01-08,ITEM_005,Mains,28.0,28.984014312743618,1,0,22
2021-01-08,ITEM_006,Mains,16.0,28.984014312743618,1,0,16
2021-01-08,ITEM_007,Appetizers,12.0,28.984014312743618,1,0,37
2021-01-08,ITEM_008,Appetizers,9.0,28.984014312743618,1,0,16
2021-01-08,ITEM_009,Appetizers,8.0,28.984014312743618,1,0,46
2021-01-08,ITEM_010,Appetizers,6.0,28.984014312743618,1,0,41
2021-01-08,ITEM_011,Desserts,8.0,28.984014312743618,1,0,26
2021-01-08,ITEM_012,Desserts,9.0,28.984014312743618,1,0,31
2021-01-08,ITEM_013,Desserts,7.0,28.984014312743618,1,0,23
2021-01-08,ITEM_014,Desserts,8.5,28.984014312743618,1,0,25
2021-01-08,ITEM_015,Beverages,7.0,28.984014312743618,1,0,48
2021-01-08,ITEM_016,Beverages,8.0,28.984014312743618,1,0,52
2021-01-08,ITEM_017,Beverages,8.0,28.984014312743618,1,0,31
2021-01-08,ITEM_018,Beverages,4.0,28.984014312743618,1,0,17
2021-01-08,ITEM_019,Beverages,3.5,28.984014312743618,1,0,65
2021-01-09,ITEM_001,Mains,25.0,22.752861017700134,1,0,29
2021-01-09,ITEM_002,Mains,15.0,22.752861017700134,1,0,32
2021-01-09,ITEM_003,Mains,18.0,22.752861017700134,1,0,48
2021-01-09,ITEM_004,Mains,14.0,22.752861017700134,1,0,17
2021-01-09,ITEM_005,Mains,28.0,22.752861017700134,1,0,21
2021-01-09,ITEM_006,Mains,16.0,22.752861017700134,1,0,13
2021-01-09,ITEM_007,Appetizers,12.0,22.752861017700134,1,0,25
2021-01-09,ITEM_008,Appetizers,9.0,22.752861017700134,1,0,23
2021-01-09,ITEM_009,Appetizers,8.0,22.752861017700134,1,0,29
2021-01-09,ITEM_010,Appetizers,6.0,22.752861017700134,1,0,49
2021-01-09,ITEM_011,Desserts,8.0,22.752861017700134,1,0,27
2021-01-09,ITEM_012,Desserts,9.0,22.752861017700134,1,0,15
2021-01-09,ITEM_013,Desserts,7.0,22.752861017700134,1,0,19
2021-01-09,ITEM_014,Desserts,8.5,22.752861017700134,1,0,20
2021-01-09,ITEM_015,Beverages,7.0,22.752861017700134,1,0,57
2021-01-09,ITEM_016,Beverages,8.0,22.752861017700134,1,0,55
2021-01-09,ITEM_017,Beverages,8.0,22.752861017700134,1,0,30
2021-01-09,ITEM_018,Beverages,4.0,22.752861017700134,1,0,22
2021-01-09,ITEM_019,Beverages,3.5,22.752861017700134,1,0,62
2021-01-10,ITEM_001,Mains,25.0,27.775285391968055,1,0,28
2021-01-10,ITEM_002,Mains,15.0,27.775285391968055,1,0,36
2021-01-10,ITEM_003,Mains,18.0,27.775285391968055,1,0,22
2021-01-10,ITEM_004,Mains,14.0,27.775285391968055,1,0,22
2021-01-10,ITEM_005,Mains,28.0,27.775285391968055,1,0,16
2021-01-10,ITEM_006,Mains,16.0,27.775285391968055,1,0,23
2021-01-10,ITEM_007,Appetizers,12.0,27.775285391968055,1,0,42
2021-01-10,ITEM_008,Appetizers,9.0,27.775285391968055,1,0,12
2021-01-10,ITEM_009,Appetizers,8.0,27.775285391968055,1,0,30
2021-01-10,ITEM_010,Appetizers,6.0,27.775285391968055,1,0,59
2021-01-10,ITEM_011,Desserts,8.0,27.775285391968055,1,0,23
2021-01-10,ITEM_012,Desserts,9.0,27.775285391968055,1,0,47
2021-01-10,ITEM_013,Desserts,7.0,27.775285391968055,1,0,16
2021-01-10,ITEM_014,Desserts,8.5,27.775285391968055,1,0,11
2021-01-10,ITEM_015,Beverages,7.0,27.775285391968055,1,0,31
2021-01-10,ITEM_016,Beverages,8.0,27.775285391968055,1,0,46
2021-01-10,ITEM_017,Beverages,8.0,27.775285391968055,1,0,28
2021-01-10,ITEM_018,Beverages,4.0,27.775285391968055,1,0,32
2021-01-10,ITEM_019,Beverages,3.5,27.775285391968055,1,0,64
2021-01-11,ITEM_001,Mains,25.0,22.71652006838668,0,0,15
2021-01-11,ITEM_002,Mains,15.0,22.71652006838668,0,0,22
2021-01-11,ITEM_003,Mains,18.0,22.71652006838668,0,0,16
2021-01-11,ITEM_004,Mains,14.0,22.71652006838668,0,0,8
2021-01-11,ITEM_005,Mains,28.0,22.71652006838668,0,0,4
2021-01-11,ITEM_006,Mains,16.0,22.71652006838668,0,0,8
2021-01-11,ITEM_007,Appetizers,12.0,22.71652006838668,0,0,22
2021-01-11,ITEM_008,Appetizers,9.0,22.71652006838668,0,0,6
2021-01-11,ITEM_009,Appetizers,8.0,22.71652006838668,0,0,36
2021-01-11,ITEM_010,Appetizers,6.0,22.71652006838668,0,0,19
2021-01-11,ITEM_011,Desserts,8.0,22.71652006838668,0,0,11
2021-01-11,ITEM_012,Desserts,9.0,22.71652006838668,0,0,15
2021-01-11,ITEM_013,Desserts,7.0,22.71652006838668,0,0,16
2021-01-11,ITEM_014,Desserts,8.5,22.71652006838668,0,0,12
2021-01-11,ITEM_015,Beverages,7.0,22.71652006838668,0,0,20
2021-01-11,ITEM_016,Beverages,8.0,22.71652006838668,0,0,20
2021-01-11,ITEM_017,Beverages,8.0,22.71652006838668,0,0,9
2021-01-11,ITEM_018,Beverages,4.0,22.71652006838668,0,0,10
2021-01-11,ITEM_019,Beverages,3.5,22.71652006838668,0,0,43
2021-01-12,ITEM_001,Mains,25.0,22.684962811527996,0,0,15
2021-01-12,ITEM_002,Mains,15.0,22.684962811527996,0,0,22
2021-01-12,ITEM_003,Mains,18.0,22.684962811527996,0,0,16
2021-01-12,ITEM_004,Mains,14.0,22.684962811527996,0,0,14
2021-01-12,ITEM_005,Mains,28.0,22.684962811527996,0,0,16
2021-01-12,ITEM_006,Mains,16.0,22.684962811527996,0,0,5
2021-01-12,ITEM_007,Appetizers,12.0,22.684962811527996,0,0,11
2021-01-12,ITEM_008,Appetizers,9.0,22.684962811527996,0,0,10
2021-01-12,ITEM_009,Appetizers,8.0,22.684962811527996,0,0,34
2021-01-12,ITEM_010,Appetizers,6.0,22.684962811527996,0,0,10
2021-01-12,ITEM_011,Desserts,8.0,22.684962811527996,0,0,13
2021-01-12,ITEM_012,Desserts,9.0,22.684962811527996,0,0,24
2021-01-12,ITEM_013,Desserts,7.0,22.684962811527996,0,0,15
2021-01-12,ITEM_014,Desserts,8.5,22.684962811527996,0,0,11
2021-01-12,ITEM_015,Beverages,7.0,22.684962811527996,0,0,21
2021-01-12,ITEM_016,Beverages,8.0,22.684962811527996,0,0,36
2021-01-12,ITEM_017,Beverages,8.0,22.684962811527996,0,0,12
2021-01-12,ITEM_018,Beverages,4.0,22.684962811527996,0,0,8
2021-01-12,ITEM_019,Beverages,3.5,22.684962811527996,0,0,26
2021-01-13,ITEM_001,Mains,25.0,26.212311598188034,0,0,12
2021-01-13,ITEM_002,Mains,15.0,26.212311598188034,0,0,16
2021-01-13,ITEM_003,Mains,18.0,26.212311598188034,0,0,14
2021-01-13,ITEM_004,Mains,14.0,26.212311598188034,0,0,17
2021-01-13,ITEM_005,Mains,28.0,26.212311598188034,0,0,5
2021-01-13,ITEM_006,Mains,16.0,26.212311598188034,0,0,5
2021-01-13,ITEM_007,Appetizers,12.0,26.212311598188034,0,0,19
2021-01-13,ITEM_008,Appetizers,9.0,26.212311598188034,0,0,11
2021-01-13,ITEM_009,Appetizers,8.0,26.212311598188034,0,0,10
2021-01-13,ITEM_010,Appetizers,6.0,26.212311598188034,0,0,18
2021-01-13,ITEM_011,Desserts,8.0,26.212311598188034,0,0,12
2021-01-13,ITEM_012,Desserts,9.0,26.212311598188034,0,0,18
2021-01-13,ITEM_013,Desserts,7.0,26.212311598188034,0,0,7
2021-01-13,ITEM_014,Desserts,8.5,26.212311598188034,0,0,15
2021-01-13,ITEM_015,Beverages,7.0,26.212311598188034,0,0,29
2021-01-13,ITEM_016,Beverages,8.0,26.212311598188034,0,0,33
2021-01-13,ITEM_017,Beverages,8.0,26.212311598188034,0,0,21
2021-01-13,ITEM_018,Beverages,4.0,26.212311598188034,0,0,10
2021-01-13,ITEM_019,Beverages,3.5,26.212311598188034,0,0,15
2021-01-14,ITEM_001,Mains,25.0,15.433876584625308,0,0,8
2021-01-14,ITEM_002,Mains,15.0,15.433876584625308,0,0,23
2021-01-14,ITEM_003,Mains,18.0,15.433876584625308,0,0,25
2021-01-14,ITEM_004,Mains,14.0,15.433876584625308,0,0,18
2021-01-14,ITEM_005,Mains,28.0,15.433876584625308,0,0,9
2021-01-14,ITEM_006,Mains,16.0,15.433876584625308,0,0,13
2021-01-14,ITEM_007,Appetizers,12.0,15.433876584625308,0,0,18
2021-01-14,ITEM_008,Appetizers,9.0,15.433876584625308,0,0,9
2021-01-14,ITEM_009,Appetizers,8.0,15.433876584625308,0,0,28
2021-01-14,ITEM_010,Appetizers,6.0,15.433876584625308,0,0,28
2021-01-14,ITEM_011,Desserts,8.0,15.433876584625308,0,0,17
2021-01-14,ITEM_012,Desserts,9.0,15.433876584625308,0,0,20
2021-01-14,ITEM_013,Desserts,7.0,15.433876584625308,0,0,8
2021-01-14,ITEM_014,Desserts,8.5,15.433876584625308,0,0,7
2021-01-14,ITEM_015,Beverages,7.0,15.433876584625308,0,0,21
2021-01-14,ITEM_016,Beverages,8.0,15.433876584625308,0,0,21
2021-01-14,ITEM_017,Beverages,8.0,15.433876584625308,0,0,11
2021-01-14,ITEM_018,Beverages,4.0,15.433876584625308,0,0,15
2021-01-14,ITEM_019,Beverages,3.5,15.433876584625308,0,0,36
2021-01-15,ITEM_001,Mains,25.0,16.38235577803811,1,0,33
2021-01-15,ITEM_002,Mains,15.0,16.38235577803811,1,0,26
2021-01-15,ITEM_003,Mains,18.0,16.38235577803811,1,0,36
2021-01-15,ITEM_004,Mains,14.0,16.38235577803811,1,0,22
2021-01-15,ITEM_005,Mains,28.0,16.38235577803811,1,0,22
2021-01-15,ITEM_006,Mains,16.0,16.38235577803811,1,0,13
2021-01-15,ITEM_007,Appetizers,12.0,16.38235577803811,1,0,35
2021-01-15,ITEM_008,Appetizers,9.0,16.38235577803811,1,0,19
2021-01-15,ITEM_009,Appetizers,8.0,16.38235577803811,1,0,41
2021-01-15,ITEM_010,Appetizers,6.0,16.38235577803811,1,0,49
2021-01-15,ITEM_011,Desserts,8.0,16.38235577803811,1,0,11
2021-01-15,ITEM_012,Desserts,9.0,16.38235577803811,1,0,27
2021-01-15,ITEM_013,Desserts,7.0,16.38235577803811,1,0,20
2021-01-15,ITEM_014,Desserts,8.5,16.38235577803811,1,0,20
2021-01-15,ITEM_015,Beverages,7.0,16.38235577803811,1,0,26
2021-01-15,ITEM_016,Beverages,8.0,16.38235577803811,1,0,68
2021-01-15,ITEM_017,Beverages,8.0,16.38235577803811,1,0,37
2021-01-15,ITEM_018,Beverages,4.0,16.38235577803811,1,0,18
2021-01-15,ITEM_019,Beverages,3.5,16.38235577803811,1,0,67
2021-01-16,ITEM_001,Mains,25.0,22.21106201660463,1,0,31
2021-01-16,ITEM_002,Mains,15.0,22.21106201660463,1,0,32
2021-01-16,ITEM_003,Mains,18.0,22.21106201660463,1,0,20
2021-01-16,ITEM_004,Mains,14.0,22.21106201660463,1,0,19
2021-01-16,ITEM_005,Mains,28.0,22.21106201660463,1,0,22
2021-01-16,ITEM_006,Mains,16.0,22.21106201660463,1,0,27
2021-01-16,ITEM_007,Appetizers,12.0,22.21106201660463,1,0,33
2021-01-16,ITEM_008,Appetizers,9.0,22.21106201660463,1,0,20
2021-01-16,ITEM_009,Appetizers,8.0,22.21106201660463,1,0,47
2021-01-16,ITEM_010,Appetizers,6.0,22.21106201660463,1,0,43
2021-01-16,ITEM_011,Desserts,8.0,22.21106201660463,1,0,19
2021-01-16,ITEM_012,Desserts,9.0,22.21106201660463,1,0,37
2021-01-16,ITEM_013,Desserts,7.0,22.21106201660463,1,0,27
2021-01-16,ITEM_014,Desserts,8.5,22.21106201660463,1,0,19
2021-01-16,ITEM_015,Beverages,7.0,22.21106201660463,1,0,46
2021-01-16,ITEM_016,Beverages,8.0,22.21106201660463,1,0,52
2021-01-16,ITEM_017,Beverages,8.0,22.21106201660463,1,0,23
2021-01-16,ITEM_018,Beverages,4.0,22.21106201660463,1,0,28
2021-01-16,ITEM_019,Beverages,3.5,22.21106201660463,1,0,57
2021-01-17,ITEM_001,Mains,25.0,19.982781763660952,1,0,26
2021-01-17,ITEM_002,Mains,15.0,19.982781763660952,1,0,41
2021-01-17,ITEM_003,Mains,18.0,19.982781763660952,1,0,41
2021-01-17,ITEM_004,Mains,14.0,19.982781763660952,1,0,27
2021-01-17,ITEM_005,Mains,28.0,19.982781763660952,1,0,21
2021-01-17,ITEM_006,Mains,16.0,19.982781763660952,1,0,14
2021-01-17,ITEM_007,Appetizers,12.0,19.982781763660952,1,0,21
2021-01-17,ITEM_008,Appetizers,9.0,19.982781763660952,1,0,16
2021-01-17,ITEM_009,Appetizers,8.0,19.982781763660952,1,0,38
2021-01-17,ITEM_010,Appetizers,6.0,19.982781763660952,1,0,42
2021-01-17,ITEM_011,Desserts,8.0,19.982781763660952,1,0,24
2021-01-17,ITEM_012,Desserts,9.0,19.982781763660952,1,0,25
2021-01-17,ITEM_013,Desserts,7.0,19.982781763660952,1,0,15
2021-01-17,ITEM_014,Desserts,8.5,19.982781763660952,1,0,19
2021-01-17,ITEM_015,Beverages,7.0,19.982781763660952,1,0,42
2021-01-17,ITEM_016,Beverages,8.0,19.982781763660952,1,0,74
2021-01-17,ITEM_017,Beverages,8.0,19.982781763660952,1,0,27
2021-01-17,ITEM_018,Beverages,4.0,19.982781763660952,1,0,34
2021-01-17,ITEM_019,Beverages,3.5,19.982781763660952,1,0,59
2021-01-18,ITEM_001,Mains,25.0,26.651487469731702,0,0,17
2021-01-18,ITEM_002,Mains,15.0,26.651487469731702,0,0,16
2021-01-18,ITEM_003,Mains,18.0,26.651487469731702,0,0,14
2021-01-18,ITEM_004,Mains,14.0,26.651487469731702,0,0,6
2021-01-18,ITEM_005,Mains,28.0,26.651487469731702,0,0,8
2021-01-18,ITEM_006,Mains,16.0,26.651487469731702,0,0,14
2021-01-18,ITEM_007,Appetizers,12.0,26.651487469731702,0,0,13
2021-01-18,ITEM_008,Appetizers,9.0,26.651487469731702,0,0,8
2021-01-18,ITEM_009,Appetizers,8.0,26.651487469731702,0,0,27
2021-01-18,ITEM_010,Appetizers,6.0,26.651487469731702,0,0,31
2021-01-18,ITEM_011,Desserts,8.0,26.651487469731702,0,0,19
2021-01-18,ITEM_012,Desserts,9.0,26.651487469731702,0,0,20
2021-01-18,ITEM_013,Desserts,7.0,26.651487469731702,0,0,13
2021-01-18,ITEM_014,Desserts,8.5,26.651487469731702,0,0,14
2021-01-18,ITEM_015,Beverages,7.0,26.651487469731702,0,0,21
2021-01-18,ITEM_016,Beverages,8.0,26.651487469731702,0,0,29
2021-01-18,ITEM_017,Beverages,8.0,26.651487469731702,0,0,13
2021-01-18,ITEM_018,Beverages,4.0,26.651487469731702,0,0,13
2021-01-18,ITEM_019,Beverages,3.5,26.651487469731702,0,0,33
2021-01-19,ITEM_001,Mains,25.0,20.582309737978573,0,0,19
2021-01-19,ITEM_002,Mains,15.0,20.582309737978573,0,0,26
2021-01-19,ITEM_003,Mains,18.0,20.582309737978573,0,0,12
2021-01-19,ITEM_004,Mains,14.0,20.582309737978573,0,0,9
2021-01-19,ITEM_005,Mains,28.0,20.582309737978573,0,0,13
2021-01-19,ITEM_006,Mains,16.0,20.582309737978573,0,0,7
2021-01-19,ITEM_007,Appetizers,12.0,20.582309737978573,0,0,9
2021-01-19,ITEM_008,Appetizers,9.0,20.582309737978573,0,0,7
2021-01-19,ITEM_009,Appetizers,8.0,20.582309737978573,0,0,27
2021-01-19,ITEM_010,Appetizers,6.0,20.582309737978573,0,0,20
2021-01-19,ITEM_011,Desserts,8.0,20.582309737978573,0,0,15
2021-01-19,ITEM_012,Desserts,9.0,20.582309737978573,0,0,23
2021-01-19,ITEM_013,Desserts,7.0,20.582309737978573,0,0,8
2021-01-19,ITEM_014,Desserts,8.5,20.582309737978573,0,0,9
2021-01-19,ITEM_015,Beverages,7.0,20.582309737978573,0,0,13
2021-01-19,ITEM_016,Beverages,8.0,20.582309737978573,0,0,20
2021-01-19,ITEM_017,Beverages,8.0,20.582309737978573,0,0,17
2021-01-19,ITEM_018,Beverages,4.0,20.582309737978573,0,0,7
2021-01-19,ITEM_019,Beverages,3.5,20.582309737978573,0,0,29
2021-01-20,ITEM_001,Mains,25.0,18.111944286504986,0,0,15
2021-01-20,ITEM_002,Mains,15.0,18.111944286504986,0,0,22
2021-01-20,ITEM_003,Mains,18.0,18.111944286504986,0,0,23
2021-01-20,ITEM_004,Mains,14.0,18.111944286504986,0,0,11
2021-01-20,ITEM_005,Mains,28.0,18.111944286504986,0,0,9
2021-01-20,ITEM_006,Mains,16.0,18.111944286504986,0,0,6
2021-01-20,ITEM_007,Appetizers,12.0,18.111944286504986,0,0,12
2021-01-20,ITEM_008,Appetizers,9.0,18.111944286504986,0,0,4
2021-01-20,ITEM_009,Appetizers,8.0,18.111944286504986,0,0,26
2021-01-20,ITEM_010,Appetizers,6.0,18.111944286504986,0,0,26
2021-01-20,ITEM_011,Desserts,8.0,18.111944286504986,0,0,16
2021-01-20,ITEM_012,Desserts,9.0,18.111944286504986,0,0,19
2021-01-20,ITEM_013,Desserts,7.0,18.111944286504986,0,0,13
2021-01-20,ITEM_014,Desserts,8.5,18.111944286504986,0,0,14
2021-01-20,ITEM_015,Beverages,7.0,18.111944286504986,0,0,13
2021-01-20,ITEM_016,Beverages,8.0,18.111944286504986,0,0,35
